ticker,company_name,exchange,sector,is_financial,is_constituent,market_cap,market_cap_source,last_price,shares_outstanding,latest_sec_filing_type,latest_sec_filing_date,market_data_date,sec_data_date,eligibility_status,exclusion_reason,data_source,collected_at
IONS,Ionis Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,false,False,9077872201.0,provided,54.93,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
IREN,IREN Limited Ordinary Shares,NASDAQ,Technology,false,False,13791243030.0,provided,38.59,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ISRG,Intuitive Surgical Inc. Common Stock,NASDAQ,Health Care,false,True,134404798539.0,provided,379.5,,10-Q,2026-04-22,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),NASDAQ,Health Care,false,False,14953736345.0,provided,238.05,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
JBHT,J.B. Hunt Transport Services Inc. Common Stock,NASDAQ,Industrials,false,False,26485817147.0,provided,280.87,,10-Q,2026-04-24,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
JD,JD.com Inc. American Depositary Shares,NASDAQ,Consumer Discretionary,false,False,39390269911.0,provided,28.84,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
JKHY,Jack Henry & Associates Inc. Common Stock,NASDAQ,Technology,false,False,10328651889.0,provided,145.37,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KDP,Keurig Dr Pepper Inc. Common Stock,NASDAQ,Consumer Staples,false,True,41170529592.0,provided,30.26,,10-Q,2026-04-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KHC,The Kraft Heinz Company Common Stock,NASDAQ,Consumer Staples,false,True,29739303161.0,provided,25.08,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KLAC,KLA Corporation Common Stock,NASDAQ,Technology,false,True,300926620128.0,provided,230.37,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KLIC,Kulicke and Soffa Industries Inc. Common Stock,NASDAQ,Technology,false,False,5761326429.0,provided,110.09,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KMB,Kimberly-Clark Corporation Common Stock,NASDAQ,Consumer Discretionary,false,False,35457868935.0,provided,106.82,,10-Q,2026-04-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KRYS,Krystal Biotech Inc. Common Stock,NASDAQ,Health Care,false,False,10006313579.0,provided,339.43,,10-Q,2026-05-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,NASDAQ,,unknown,False,16886651743.0,provided,89.19,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,NASDAQ,Industrials,false,False,9443506394.0,provided,50.36,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
KYMR,Kymera Therapeutics Inc. Common Stock,NASDAQ,Health Care,false,False,9219430463.0,provided,112.08,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LAMR,Lamar Advertising Company Class A Common Stock,NASDAQ,Real Estate,false,False,15954930130.0,provided,157.23,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LAUR,Laureate Education Inc. Common Stock,NASDAQ,Real Estate,false,False,5575335251.0,provided,39.83,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LECO,Lincoln Electric Holdings Inc. Common Shares,NASDAQ,Industrials,false,False,13838128244.0,provided,252.58,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LFUS,Littelfuse Inc. Common Stock,NASDAQ,Energy,false,False,10528023624.0,provided,416.31,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LGN,Legence Corp. Class A Common stock,NASDAQ,Consumer Discretionary,false,False,7541047654.0,provided,69.8,,10-Q,2026-05-14,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LGND,Ligand Pharmaceuticals Incorporated Common Stock,NASDAQ,Health Care,false,False,6031758129.0,provided,300.97,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LI,Li Auto Inc. American Depositary Shares,NASDAQ,Industrials,false,False,13321146122.0,provided,12.47,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LIN,Linde plc Ordinary Shares,NASDAQ,Basic Materials,false,True,241726763109.0,provided,522.54,,10-Q,2026-05-01,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LINE,Lineage Inc. Common Stock,NASDAQ,Real Estate,false,False,10017672060.0,provided,44.0,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LITE,Lumentum Holdings Inc. Common Stock,NASDAQ,Telecommunications,false,True,63391440000.0,provided,814.8,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LKQ,LKQ Corporation Common Stock,NASDAQ,Consumer Discretionary,false,False,6334100158.0,provided,24.86,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LLYVA,Liberty Live Holdings Inc. Series A Liberty Live Group Common Stock,NASDAQ,Consumer Discretionary,false,False,9223444007.0,provided,100.25,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LLYVK,Liberty Live Holdings Inc. Series C Liberty Live Group Common Stock,NASDAQ,Consumer Discretionary,false,False,9580421192.0,provided,104.13,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LNT,Alliant Energy Corporation Common Stock,NASDAQ,Utilities,false,False,19709120693.0,provided,76.31,,10-Q,2026-05-01,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LNTH,Lantheus Holdings Inc. Common Stock,NASDAQ,Health Care,false,False,6664909614.0,provided,102.37,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LOGI,Logitech International S.A. Ordinary Shares,NASDAQ,Technology,false,False,14438244495.0,provided,100.59,,10-K,2026-05-21,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LPLA,LPL Financial Holdings Inc. Common Stock,NASDAQ,Finance,true,False,25702492382.0,provided,321.35,,10-Q,2026-05-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LQDA,Liquidia Corporation Common Stock,NASDAQ,Health Care,false,False,6802110293.0,provided,76.49,,10-Q,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LRCX,Lam Research Corporation Common Stock,NASDAQ,Technology,false,True,432822623100.0,provided,346.1,,10-Q,2026-04-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LSCC,Lattice Semiconductor Corporation Common Stock,NASDAQ,Technology,false,False,18346722131.0,provided,133.91,,10-Q,2026-05-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LSTR,Landstar System Inc. Common Stock,NASDAQ,Industrials,false,False,7172762876.0,provided,211.41,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LULU,lululemon athletica inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,12721941115.0,provided,117.32,,10-Q,2026-06-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
LYFT,Lyft Inc. Class A Common Stock,NASDAQ,Consumer Discretionary,false,False,5926844325.0,provided,15.61,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MAAS,Maase Inc. Class A Ordinary Shares,NASDAQ,Finance,true,False,6239097406.0,provided,14.11,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MANH,Manhattan Associates Inc. Common Stock,NASDAQ,Technology,false,False,9383505877.0,provided,158.6,,10-Q,2026-04-24,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MAR,Marriott International Class A Common Stock,NASDAQ,Consumer Discretionary,false,True,95769070987.0,provided,363.19,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MBLY,Mobileye Global Inc. Class A Common Stock,NASDAQ,Technology,false,False,8497658163.0,provided,10.09,,10-Q,2026-04-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MCHP,Microchip Technology Incorporated Common Stock,NASDAQ,Technology,false,True,47301459111.0,provided,87.11,,10-K,2026-05-21,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,NASDAQ,Technology,false,False,39959985948.0,provided,73.59,,10-K,2026-05-21,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MDB,MongoDB Inc. Class A Common Stock,NASDAQ,Technology,false,False,27722472279.0,provided,344.67,,10-Q,2026-05-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,false,False,12377661091.0,provided,536.86,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MDLN,Medline Inc. Class A Common Stock,NASDAQ,Health Care,false,False,50787184420.0,provided,38.66,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MDLZ,Mondelez International Inc. Class A Common Stock,NASDAQ,Consumer Staples,false,True,75478606241.0,provided,58.8,,10-Q,2026-04-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MEDP,Medpace Holdings Inc. Common Stock,NASDAQ,Health Care,false,False,15312848451.0,provided,536.17,,10-Q,2026-04-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MELI,MercadoLibre Inc. Common Stock,NASDAQ,Consumer Discretionary,false,True,95000435406.0,provided,1873.88,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
META,Meta Platforms Inc. Class A Common Stock,NASDAQ,Technology,false,True,1677999340876.0,provided,661.04,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MIDD,Middleby Corporation (The) Common Stock,NASDAQ,Industrials,false,False,6085419017.0,provided,134.59,,10-Q,2026-05-14,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MIRM,Mirum Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,false,False,7372020532.0,provided,120.89,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MKSI,MKS Inc. Common Stock,NASDAQ,Industrials,false,False,24209842157.0,provided,358.43,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MMYT,MakeMyTrip Limited Ordinary Shares,NASDAQ,Consumer Discretionary,false,False,6202880082.0,provided,55.75,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MNST,Monster Beverage Corporation,NASDAQ,Consumer Staples,false,True,95849684821.0,provided,98.005,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MORN,Morningstar Inc. Common Stock,NASDAQ,Finance,true,False,6483016509.0,provided,170.48,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MPWR,Monolithic Power Systems Inc. Common Stock,NASDAQ,Technology,false,True,67623023300.0,provided,1376.41,,10-Q,2026-05-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MRCY,Mercury Systems Inc Common Stock,NASDAQ,Technology,false,False,6023542151.0,provided,100.32,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MRNA,Moderna Inc. Common Stock,NASDAQ,Health Care,false,False,26759265307.0,provided,67.44,,10-Q,2026-05-01,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MRVL,Marvell Technology Inc. Common Stock,NASDAQ,Technology,false,True,194805483132.0,provided,222.44,,10-Q,2026-05-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MSFT,Microsoft Corporation Common Stock,NASDAQ,Technology,false,True,2859427370611.0,provided,384.93,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MSTR,Strategy Inc Common Stock Class A,NASDAQ,Technology,false,True,34196703350.0,provided,97.58,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MTCH,Match Group Inc. Common Stock,NASDAQ,Technology,false,False,8943438607.0,provided,38.34,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,NASDAQ,Technology,false,False,23023012762.0,provided,301.76,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MU,Micron Technology Inc. Common Stock,NASDAQ,Technology,false,True,1110328994611.0,provided,983.12,,10-Q,2026-06-25,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MWH,SOLV Energy Inc. Class A Common Stock,NASDAQ,Industrials,false,False,5831015306.0,provided,28.81,,10-Q,2026-05-13,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MXL,MaxLinear Inc. Common Stock,NASDAQ,Technology,false,False,8291060344.0,provided,92.59,,10-Q,2026-04-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
MYRG,MYR Group Inc. Common Stock,NASDAQ,Industrials,false,False,6524886925.0,provided,419.04,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NAVN,Navan Inc. Class A Common Stock,NASDAQ,Technology,false,False,6561746560.0,provided,25.8,,10-Q,2026-06-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NBIS,Nebius Group N.V. Class A Ordinary Shares,NASDAQ,Technology,false,True,49279100473.0,provided,194.09,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NBIX,Neurocrine Biosciences Inc. Common Stock,NASDAQ,Health Care,false,False,17298619075.0,provided,172.04,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NDAQ,Nasdaq Inc. Common Stock,NASDAQ,Finance,true,False,49773245632.0,provided,88.01,,10-Q,2026-04-24,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NDSN,Nordson Corporation Common Stock,NASDAQ,Industrials,false,False,15981579025.0,provided,286.83,,10-Q,2026-05-21,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NFLX,Netflix Inc. Common Stock,NASDAQ,Consumer Discretionary,false,True,309620015764.0,provided,73.53,,10-Q,2026-04-17,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NICE,NICE Ltd American Depositary Shares,NASDAQ,Technology,false,False,6075798162.0,provided,102.28,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NOVT,Novanta Inc. Common Stock,NASDAQ,Miscellaneous,false,False,5535808179.0,provided,146.62,,10-Q,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NTAP,NetApp Inc. Common Stock,NASDAQ,Technology,false,False,34197823258.0,provided,174.55,,10-K,2026-06-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NTES,NetEase Inc. American Depositary Shares,NASDAQ,Technology,false,False,81929267401.0,provided,128.39,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NTNX,Nutanix Inc. Class A Common Stock,NASDAQ,Technology,false,False,14994678634.0,provided,55.47,,10-Q,2026-05-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NTRA,Natera Inc. Common Stock,NASDAQ,Health Care,false,False,39049106056.0,provided,272.66,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NTRS,Northern Trust Corporation Common Stock,NASDAQ,Finance,true,False,34537220233.0,provided,186.64,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NTSK,Netskope Inc. Class A Common Stock,NASDAQ,Technology,false,False,5763990471.0,provided,14.27,,10-Q,2026-06-03,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NUVL,Nuvalent Inc. Class A Common Stock,NASDAQ,Health Care,false,False,9792581543.0,provided,123.96,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NVDA,NVIDIA Corporation Common Stock,NASDAQ,Technology,false,True,5125560000000.0,provided,211.8,,10-Q,2026-05-20,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NVMI,Nova Ltd. Ordinary Shares,NASDAQ,Technology,false,False,15050508561.0,provided,473.54,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NWS,News Corporation Class B Common Stock,NASDAQ,Consumer Discretionary,false,False,17052966574.0,provided,31.15,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NWSA,News Corporation Class A Common Stock,NASDAQ,Consumer Discretionary,false,False,15109530576.0,provided,27.6,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NXPI,NXP Semiconductors N.V. Common Stock,NASDAQ,Technology,false,True,71668965196.0,provided,283.87,,10-Q,2026-04-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NXST,Nexstar Media Group Inc. Common Stock,NASDAQ,Industrials,false,False,5361420695.0,provided,175.56,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
NXT,Nextpower Inc. Class A Common Stock,NASDAQ,Industrials,false,False,15872030715.0,provided,104.66,,10-K,2026-05-19,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ODFL,Old Dominion Freight Line Inc. Common Stock,NASDAQ,Industrials,false,True,47543629177.0,provided,228.61,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
OKTA,Okta Inc. Class A Common Stock,NASDAQ,Technology,false,False,26874094776.0,provided,154.62,,10-Q,2026-05-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ON,ON Semiconductor Corporation Common Stock,NASDAQ,Technology,false,False,36733086092.0,provided,93.73,,10-Q,2026-05-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ONB,Old National Bancorp Common Stock,NASDAQ,Finance,true,False,10165473630.0,provided,26.31,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ONBPO,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,NASDAQ,Finance,true,False,9659325000.0,provided,25.0,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,NASDAQ,Finance,true,False,9674779920.0,provided,25.04,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ONC,BeOne Medicines Ltd. American Depositary Shares,NASDAQ,Health Care,false,False,34081509411.0,provided,306.56,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ORLY,O'Reilly Automotive Inc. Common Stock,NASDAQ,Consumer Discretionary,false,True,71062318024.0,provided,85.75,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
OTEX,Open Text Corporation Common Shares,NASDAQ,Technology,false,False,5631044399.0,provided,22.47,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
OZK,Bank OZK Common Stock,NASDAQ,Finance,true,False,5745052783.0,provided,50.78,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,NASDAQ,Energy,false,False,16664658352.0,provided,23.62,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PANW,Palo Alto Networks Inc. Common Stock,NASDAQ,Technology,false,True,287605350000.0,provided,352.89,,10-Q,2026-06-03,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PAYP,PayPay Corporation American Depository Shares,NASDAQ,Consumer Discretionary,false,False,10157147025.0,provided,15.0,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PAYX,Paychex Inc. Common Stock,NASDAQ,Industrials,false,True,39240017287.0,provided,109.52,,10-Q,2026-03-26,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PCAR,PACCAR Inc. Common Stock,NASDAQ,Consumer Discretionary,false,True,65227915222.0,provided,123.94,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PCTY,Paylocity Holding Corporation Common Stock,NASDAQ,Technology,false,False,6592879862.0,provided,123.13,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PCVX,Vaxcyte Inc. Common Stock,NASDAQ,Health Care,false,False,8116593705.0,provided,56.21,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PDD,PDD Holdings Inc. American Depositary Shares,NASDAQ,Technology,false,True,119437197126.0,provided,83.91,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PEP,PepsiCo Inc. Common Stock,NASDAQ,Consumer Staples,false,True,184874561531.0,provided,135.45,,10-Q,2026-07-09,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PFG,Principal Financial Group Inc Common Stock,NASDAQ,Finance,true,False,24392118401.0,provided,112.92,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PLTR,Palantir Technologies Inc. Class A Common Stock,NASDAQ,Technology,false,True,320568557564.0,provided,133.72,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PLXS,Plexus Corp. Common Stock,NASDAQ,Technology,false,False,6966301772.0,provided,260.36,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PODD,Insulet Corporation Common Stock,NASDAQ,Health Care,false,False,11021394927.0,provided,159.12,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
POOL,Pool Corporation Common Stock,NASDAQ,Consumer Discretionary,false,False,7655581640.0,provided,210.07,,10-Q,2026-04-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
POWL,Powell Industries Inc. Common Stock,NASDAQ,Energy,false,False,8534113778.0,provided,234.25,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PPC,Pilgrim's Pride Corporation Common Stock,NASDAQ,Consumer Staples,false,False,6714157175.0,provided,28.22,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PRAX,Praxis Precision Medicines Inc. Common Stock,NASDAQ,Health Care,false,False,9135316664.0,provided,327.68,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
PSKY,Paramount Skydance Corporation Class B Common Stock,NASDAQ,Industrials,false,False,10206858289.0,provided,9.12,,10-Q,2026-05-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
